,COMPETITION_WYID_x,MATCH_WYID,PLAYER_WYID,PASSLENGTH,LONGPASSLENGTH,DRIBBLEDISTANCEFROMOPPONENTGOAL,BALLRECOVERIES,DUELS,DEFENSIVEDUELS,OFFENSIVEDUELS,AERIALDUELS,FOULS,GOALS,ASSISTS,PASSES,SMARTPASSES,PASSESTOFINALTHIRD,CROSSES,DRIBBLES,SHOTS,HEADSHOTS,INTERCEPTIONS,SUCCESSFULDEFENSIVEACTION,YELLOWCARDS,REDCARDS,DIRECTREDCARDS,SUCCESSFULATTACKINGACTIONS,FREEKICKS,DIRECTFREEKICKS,CORNERS,PENALTIES,ACCELERATIONS,LOOSEBALLDUELS,MISSEDBALLS,FORWARDPASSES,BACKPASSES,THROUGHPASSES,KEYPASSES,VERTICALPASSES,LONGPASSES,SHOTASSISTS,SHOTONTARGETASSISTS,LINKUPPLAYS,OPPONENTHALFRECOVERIES,DANGEROUSOPPONENTHALFRECOVERIES,BALLLOSSES,LOSSES,OWNHALFLOSSES,DANGEROUSOWNHALFLOSSES,DUELSWON_AVERAGE,DEFENSIVEDUELSWON_AVERAGE,OFFENSIVEDUELSWON_AVERAGE,SUCCESSFULPASSES_AVERAGE,SUCCESSFULSMARTPASSES_AVERAGE,SUCCESSFULCROSSES_AVERAGE,SUCCESSFULFORWARDPASSES_AVERAGE,SUCCESSFULBACKPASSES_AVERAGE,SUCCESSFULTHROUGHPASSES_AVERAGE,SUCCESSFULKEYPASSES_AVERAGE,SUCCESSFULVERTICALPASSES_AVERAGE,SUCCESSFULLONGPASSES_AVERAGE,SUCCESSFULDRIBBLES_AVERAGE,DEFENSIVEACTIONS,ATTACKINGACTIONS,FREEKICKSONTARGET,DIRECTFREEKICKSONTARGET_AVERAGE,SUCCESSFULPENALTIES,SUCCESSFULLINKUPPLAYS_AVERAGE,LOOSEBALLDUELSWON,SUCCESSFULPASSESTOFINALTHIRD_AVERAGE,XGSHOT,XGASSIST,XGSAVE,RECEIVEDPASS,TOUCHINBOX,PROGRESSIVERUN,OFFSIDES,CLEARANCES,SECONDASSISTS,THIRDASSISTS,FOULSSUFFERED,PROGRESSIVEPASSES,COUNTERPRESSINGRECOVERIES,SLIDINGTACKLES,GOALKICKS,SHOTSBLOCKED,SHOTSONTARGET_AVERAGE,SUCCESSFULPROGRESSIVEPASSES_AVERAGE,SUCCESSFULSLIDINGTACKLES_AVERAGE,SUCCESSFULGOALKICKS_AVERAGE,DRIBBLESAGAINST,DRIBBLESAGAINSTWON_AVERAGE,GOALKICKSSHORT,GOALKICKSLONG,FIELDAERIALDUELS,FIELDAERIALDUELSWON_AVERAGE,GKCONCEDEDGOALS,GKSHOTSAGAINST,GKEXITS,GKAERIALDUELS,GKSAVES_AVERAGE,GKSUCCESSFULEXITS_AVERAGE,GKAERIALDUELSWON_AVERAGE,NEWDUELSWON_AVERAGE,NEWDEFENSIVEDUELSWON_AVERAGE,NEWOFFENSIVEDUELSWON_AVERAGE,NEWSUCCESSFULDRIBBLES_AVERAGE,LATERALPASSES,SUCCESSFULLATERALPASSES_AVERAGE,SHORTNAME,COMPETITIONNAME,TEAM_WYID,MATCHLABEL,DATE,COMPETITION_WYID_y,SEASON_WYID,TEAMNAME,COMPETITION_WYID,DUELSWON_PERCENT,DEFENSIVEDUELSWON_PERCENT,OFFENSIVEDUELSWON_PERCENT,AERIALDUELSWON,SUCCESSFULPASSES_PERCENT,SUCCESSFULSMARTPASSES_PERCENT,SUCCESSFULPASSESTOFINALTHIRD_PERCENT,SUCCESSFULCROSSES_PERCENT,SUCCESSFULDRIBBLES_PERCENT,SHOTSONTARGET_PERCENT,HEADSHOTSONTARGET,GOALCONVERSION,DIRECTFREEKICKSONTARGET_PERCENT,PENALTIESCONVERSION,WIN,SUCCESSFULFORWARDPASSES_PERCENT,SUCCESSFULBACKPASSES_PERCENT,SUCCESSFULTHROUGHPASSES_PERCENT,SUCCESSFULKEYPASSES_PERCENT,SUCCESSFULVERTICALPASSES_PERCENT,SUCCESSFULLONGPASSES_PERCENT,SUCCESSFULSHOTASSISTS,SUCCESSFULLINKUPPLAYS_PERCENT,YELLOWCARDSPERFOUL,SUCCESSFULPROGRESSIVEPASSES_PERCENT,SUCCESSFULSLIDINGTACKLES_PERCENT,SUCCESSFULGOALKICKS_PERCENT,DRIBBLESAGAINSTWON_PERCENT,FIELDAERIALDUELSWON_PERCENT,GKSAVES_PERCENT,GKSUCCESSFULEXITS_PERCENT,GKAERIALDUELSWON_PERCENT,NEWDUELSWON_PERCENT,NEWDEFENSIVEDUELSWON_PERCENT,NEWOFFENSIVEDUELSWON_PERCENT,NEWSUCCESSFULDRIBBLES_PERCENT,SUCCESSFULLATERALPASSES_PERCENT,POSITION1NAME,POSITION1CODE,POSITION1PERCENT,POSITION2NAME,POSITION2CODE,POSITION2PERCENT,POSITION3NAME,POSITION3CODE,POSITION3PERCENT,MINUTESONFIELD
2208,1570,5744715,1224798,19.07,50.77,56.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,J. Poulsen,U17 Ligaen,,"Esbjerg U17 - Midtjylland U17, 0 - 4",2025-08-16 14:30:00,1570,191804,,1570,42.86,33.33,50.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Left Back,lb,60.0,Left Defensive Midfielder,ldmf,39.0,,,,21
2209,1570,5744715,1224796,15.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M. Christensen,U17 Ligaen,,"Esbjerg U17 - Midtjylland U17, 0 - 4",2025-08-16 14:30:00,1570,191804,,1570,33.33,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Left Defensive Midfielder,ldmf,100.0,,,,,,,13
2210,1570,5744715,1191329,14.89,0.0,38.9,5.71,24.29,7.14,12.86,1.43,0.0,0.0,0.0,27.14,0.0,2.86,4.29,2.86,0.0,0.0,1.43,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.86,0.0,2.86,8.57,0.0,0.0,7.14,0.0,0.0,0.0,1.43,4.29,0.0,0.0,12.86,2.86,1.43,8.57,1.43,5.71,18.57,0.0,0.0,2.86,7.14,0.0,0.0,4.29,0.0,0.0,8.57,7.15,0.0,0.0,0.0,1.43,1.43,2.86,0.0,0.0,0.0,20.0,4.29,2.86,0.0,0.0,0.0,0.0,2.86,4.29,2.86,0.0,0.0,0.0,0.0,4.29,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.86,5.71,5.71,0.0,7.14,4.29,A. Riis,U17 Ligaen,27139.0,"Esbjerg U17 - Midtjylland U17, 0 - 4",2025-08-16 14:30:00,1570,191804,Midtjylland U17,1570,35.29,20.0,44.44,0.0,68.42,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,83.33,0.0,0.0,60.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.94,80.0,44.44,0.0,60.0,Left Attacking Midfielder,lamf,100.0,,,,,,,63
2221,1570,5744715,1129147,12.59,0.0,76.7,6.0,48.0,24.0,14.0,6.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,16.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,8.0,6.0,0.0,14.0,4.0,6.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,28.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,6.0,4.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,12.0,4.0,0.0,0.0,0.0,A. Termansen,U17 Ligaen,27148.0,"Esbjerg U17 - Midtjylland U17, 0 - 4",2025-08-16 14:30:00,1570,191804,Esbjerg U17,1570,29.17,16.67,42.86,66.67,100.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,66.67,66.67,0.0,0.0,0.0,41.67,50.0,28.57,0.0,0.0,Right Winger,rw,100.0,,,,,,,45
2232,1570,5744715,1101600,23.02,0.0,0.0,2.0,18.0,10.0,2.0,0.0,0.0,0.0,0.0,14.0,2.0,4.0,0.0,0.0,2.0,0.0,2.0,12.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,6.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,2.0,0.0,0.0,12.0,2.0,0.0,2.0,6.0,2.0,0.0,4.0,0.0,0.0,14.0,4.0,0.0,0.0,0.0,0.0,2.0,4.0,0.55,0.0,0.0,6.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,0.0,0.0,6.0,4.0,M. Søndergård,U17 Ligaen,,"Esbjerg U17 - Midtjylland U17, 0 - 4",2025-08-16 14:30:00,1570,191804,,1570,11.11,0.0,0.0,0.0,85.71,100.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,66.67,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,55.56,80.0,0.0,0.0,66.67,Striker,cf,100.0,,,,,,,45
2233,1570,5744715,1101599,24.65,47.66,9.4,2.0,22.0,10.0,4.0,2.0,4.0,0.0,0.0,16.0,0.0,6.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,4.0,4.0,2.0,0.0,6.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,10.0,0.0,4.0,10.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,2.0,10.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.86,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,6.0,4.0,2.0,6.0,4.0,E. Cehobasic,U17 Ligaen,,"Esbjerg U17 - Midtjylland U17, 0 - 4",2025-08-16 14:30:00,1570,191804,,1570,45.45,0.0,100.0,100.0,62.5,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,72.73,60.0,100.0,100.0,66.67,Attacking Midfielder,amf,100.0,,,,,,,45
2234,1570,5744715,1101598,11.65,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P. Beuschau,U17 Ligaen,,"Esbjerg U17 - Midtjylland U17, 0 - 4",2025-08-16 14:30:00,1570,191804,,1570,16.67,0.0,25.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Right Attacking Midfielder,ramf,100.0,,,,,,,21
2235,1570,5744715,1101594,18.31,20.97,0.0,6.52,16.96,9.13,2.61,0.0,0.0,0.0,0.0,32.61,0.0,1.3,0.0,0.0,0.0,0.0,3.91,11.74,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,5.22,0.0,7.83,9.13,0.0,0.0,15.65,3.91,0.0,0.0,0.0,3.91,0.0,0.0,11.74,7.83,1.3,3.91,1.3,1.3,27.39,0.0,0.0,7.83,7.83,0.0,0.0,11.74,3.91,0.0,13.04,0.0,0.0,0.0,0.0,0.0,1.3,1.3,0.0,0.0,0.0,19.57,0.0,0.0,0.0,5.22,0.0,0.0,0.0,6.52,2.61,0.0,0.0,0.0,0.0,2.61,0.0,0.0,2.61,2.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.43,7.83,1.3,0.0,15.65,11.74,M. Frederiksen,U17 Ligaen,27148.0,"Esbjerg U17 - Midtjylland U17, 0 - 4",2025-08-16 14:30:00,1570,191804,Esbjerg U17,1570,23.08,14.29,50.0,0.0,84.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,85.71,0.0,0.0,75.0,100.0,0.0,0.0,0.0,40.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,61.54,85.71,50.0,0.0,75.0,Left Centre Midfielder,lcmf,64.0,Left Defensive Midfielder,ldmf,35.0,,,,69
2246,1570,5744715,1101592,29.22,51.34,0.0,3.46,13.85,10.38,1.15,1.15,1.15,0.0,0.0,25.38,0.0,5.77,0.0,0.0,0.0,0.0,0.0,8.08,0.0,0.0,0.0,0.0,1.15,0.0,3.46,0.0,0.0,1.15,0.0,16.15,1.15,4.62,1.15,6.92,9.23,2.31,1.15,0.0,1.15,0.0,0.0,8.08,4.62,0.0,2.31,1.15,0.0,18.46,0.0,0.0,11.54,1.15,3.46,1.15,4.62,4.62,0.0,10.38,0.0,1.15,0.0,0.0,0.0,0.0,4.62,0.0,0.81,0.0,23.08,0.0,1.15,0.0,5.77,0.0,0.0,0.0,5.77,0.0,0.0,0.0,0.0,0.0,4.62,0.0,0.0,2.31,1.15,0.0,0.0,1.15,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.23,8.08,0.0,0.0,6.92,4.62,M. Bergvold,U17 Ligaen,27148.0,"Esbjerg U17 - Midtjylland U17, 0 - 4",2025-08-16 14:30:00,1570,191804,Esbjerg U17,1570,16.67,11.11,0.0,100.0,72.73,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.43,100.0,75.0,100.0,66.67,50.0,100.0,0.0,0.0,80.0,0.0,0.0,50.0,100.0,0.0,0.0,0.0,66.67,77.78,0.0,0.0,66.67,Left Back,lb,100.0,,,,,,,78
2257,1570,5744715,1101591,18.53,38.72,0.0,8.0,16.0,10.0,1.0,1.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,16.0,5.0,0.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,2.0,7.0,2.0,1.0,26.0,0.0,0.0,11.0,4.0,0.0,0.0,11.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,6.0,5.0,1.0,8.0,0.0,0.0,2.0,1.0,8.0,5.0,3.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,6.0,1.0,0.0,11.0,11.0,J. Kjærsgaard,U17 Ligaen,27148.0,"Esbjerg U17 - Midtjylland U17, 0 - 4",2025-08-16 14:30:00,1570,191804,Esbjerg U17,1570,43.75,20.0,100.0,100.0,81.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.75,80.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,33.33,100.0,100.0,60.0,100.0,0.0,0.0,0.0,68.75,60.0,100.0,0.0,100.0,Left Centre Back,lcb,100.0,,,,,,,90
